Zone_ID,Temperature_C,Soil_Humidity_pct,Soil_Moisture_pct,Air_Humidity_pct,Pressure_kPa,pH,Rainfall_mm,Soil_Type,Soil_EC_dS_m,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Applied_Fertilizer,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha,Sensor_Glitch_Flag,Growing_Condition
Zone_09,23.88,48.15,47.82,66.17,101.45,5.87,128.99,Sandy Soil,1.043,44.44,32.19,24.99,14-35-14,25.42,44.8,20.67,No,Optimal
Zone_10,40.0,45.92,22.72,34.9,101.21,6.48,20.64,Loam Soil,0.854,58.81,35.01,37.94,10-26-26,43.84,24.01,34.34,No,Warning
Zone_11,28.98,69.95,63.86,66.11,101.03,6.89,124.95,Black Soil,1.543,65.62,54.96,64.89,28-28,73.36,41.37,23.13,No,Optimal
Zone_12,34.17,70.0,81.54,84.5,101.36,6.31,260.68,Red Soil,0.627,36.33,38.24,44.54,None,0.0,0.0,0.0,No,Warning
Zone_13,25.02,48.39,26.66,50.36,101.46,7.83,24.84,Chalky Soil,0.936,41.61,21.41,41.26,10-26-26,46.36,23.17,42.93,No,Optimal
Zone_14,30.19,42.75,23.47,52.15,101.11,5.56,22.26,Loam Soil,1.222,38.41,47.14,70.08,DAP,19.86,37.85,10.51,No,Optimal
Zone_15,30.32,56.71,56.69,66.06,101.1,6.36,167.16,Red Soil,0.532,60.68,36.64,42.92,None,0.0,0.0,0.0,No,Optimal
Zone_16,24.36,60.84,55.87,63.56,101.02,6.78,115.39,Black Soil,1.456,63.16,35.45,56.7,17-17-17,35.21,29.32,28.64,No,Optimal
Zone_17,30.77,63.34,47.72,63.57,100.8,6.47,121.34,Clayey Soil,0.62,67.86,51.16,75.52,14-35-14,38.35,40.82,26.36,No,Optimal
Zone_18,29.36,70.0,80.25,75.13,101.36,7.11,215.58,Black Soil,0.85,55.42,51.11,70.97,MOP,6.67,2.11,50.19,No,Optimal
Zone_19,22.61,62.12,55.23,66.82,101.24,7.3,86.38,Clay Soil,1.179,57.98,28.82,57.27,None,0.0,0.0,0.0,No,Optimal
Zone_20,36.29,58.86,54.46,52.37,100.89,6.41,55.64,Clay Soil,1.278,52.88,24.56,65.46,17-17-17,64.18,20.3,35.26,No,Optimal
Zone_01,29.41,49.01,34.52,55.78,101.35,6.63,107.01,Red Soil,0.654,35.65,37.04,38.04,None,0.0,0.0,0.0,No,Optimal
Zone_02,28.02,51.28,49.72,62.63,101.19,6.51,160.72,Sandy Soil,0.464,48.04,33.11,27.98,10-26-26,32.13,37.54,30.2,No,Optimal
Zone_03,22.36,57.71,46.83,65.64,101.5,6.31,124.51,Red Soil,0.675,48.4,29.82,36.45,28-28,58.36,27.49,28.63,No,Optimal
Zone_04,37.54,52.52,35.95,55.31,101.12,7.45,77.88,Chalky Soil,1.034,28.89,31.05,37.9,10-26-26,31.07,35.79,31.26,No,Optimal
Zone_05,33.01,64.3,51.68,67.38,101.24,6.63,104.16,Black Soil,1.738,51.52,44.29,66.01,None,0.0,0.0,0.0,No,Optimal
Zone_06,22.26,50.25,30.53,58.72,100.94,6.11,81.2,Red Soil,0.946,62.99,34.49,49.17,17-17-17,36.76,20.27,38.86,No,Optimal
Zone_07,27.57,70.0,77.3,89.05,100.98,6.27,218.77,Clay Soil,0.764,47.32,47.1,63.31,14-35-14,30.05,41.53,21.47,No,Optimal
Zone_08,27.09,69.44,57.75,61.44,101.52,6.38,122.37,Clay Soil,1.631,53.49,46.91,63.18,DAP,28.94,40.75,10.96,No,Optimal
Zone_09,18.21,70.0,90.0,92.64,101.56,6.56,264.23,Black Soil,0.648,67.67,32.6,59.1,None,0.0,0.0,0.0,No,Critical
Zone_10,33.34,63.22,44.24,50.86,101.11,6.53,39.0,Clay Soil,1.037,41.5,37.81,62.06,Urea,67.29,7.15,7.08,No,Optimal
Zone_11,21.45,70.0,84.91,88.64,101.12,6.38,239.77,Black Soil,1.666,59.2,44.99,73.41,10-26-26,45.68,32.94,45.77,No,Warning
Zone_12,22.8,67.76,75.54,96.0,101.35,7.88,296.57,Chalky Soil,0.907,18.76,49.79,41.29,None,0.0,0.0,0.0,No,Critical
Zone_13,28.36,63.51,55.19,60.7,100.67,6.72,72.51,Clay Soil,1.293,39.88,33.99,57.8,None,0.0,0.0,0.0,No,Optimal
Zone_14,34.53,61.79,38.66,42.8,101.02,7.18,20.73,Clay Soil,1.318,52.55,31.19,59.39,17-17-17,60.83,23.08,28.74,No,Optimal
Zone_15,30.75,45.9,31.54,67.97,101.14,6.0,44.52,Loam Soil,0.708,34.25,55.09,38.98,None,0.0,0.0,0.0,No,Optimal
Zone_16,26.23,64.99,63.87,84.7,101.29,5.93,206.21,Red Soil,0.983,33.13,24.48,31.89,20-20,47.47,35.49,32.1,No,Optimal
Zone_17,27.7,43.46,34.67,57.01,101.0,6.22,76.62,Red Soil,0.932,30.22,34.95,37.31,DAP,20.07,43.53,11.2,No,Optimal
Zone_18,30.46,61.28,40.26,46.67,100.96,6.89,34.14,Clay Soil,0.925,55.99,37.63,68.57,14-35-14,32.05,35.37,20.24,No,Optimal
Zone_19,30.22,50.9,46.34,59.12,100.54,6.73,134.6,Loam Soil,1.246,58.46,51.25,63.82,14-35-14,27.7,43.81,30.14,No,Optimal
Zone_20,32.22,34.75,10.53,52.72,101.27,6.16,47.79,Sandy Soil,0.74,42.9,29.72,37.94,10-26-26,45.59,35.02,37.43,No,Optimal
Zone_01,30.68,45.72,14.63,52.73,101.03,6.41,21.68,Red Soil,0.8,58.98,34.6,53.44,14-35-14,43.75,33.55,25.59,No,Optimal
Zone_02,29.87,70.0,74.16,69.8,101.58,5.89,191.7,Loam Soil,0.795,54.77,54.29,50.33,17-17-17,38.45,29.67,34.82,No,Optimal
Zone_03,34.2,42.33,33.14,68.07,100.96,6.02,132.91,Sandy Soil,0.29,33.59,10.26,13.2,DAP,25.7,40.48,1.51,No,Critical
Zone_04,31.96,59.88,48.88,57.58,100.93,6.52,86.62,Loam Soil,0.819,60.73,57.52,46.73,None,0.0,0.0,0.0,No,Optimal
Zone_05,27.6,55.65,51.51,73.96,101.22,5.05,196.28,Red Soil,0.754,37.01,34.49,38.79,DAP,17.98,29.45,3.77,No,Optimal
Zone_06,29.21,50.9,32.54,48.8,101.17,6.99,33.36,Clayey Soil,0.726,63.29,36.91,49.51,Urea,77.46,4.38,3.38,No,Optimal
Zone_07,26.73,58.45,50.54,63.4,100.51,7.32,73.95,Clay Soil,0.808,45.6,21.97,54.43,Urea,87.38,7.73,1.87,No,Optimal
Zone_08,31.62,36.17,25.99,60.98,100.83,6.38,102.41,Sandy Soil,0.525,47.53,24.04,36.27,MOP,11.14,3.44,37.72,No,Optimal
Zone_09,26.9,51.06,38.13,59.74,101.03,7.69,106.03,Chalky Soil,0.582,52.2,18.67,36.15,None,0.0,0.0,0.0,No,Optimal
Zone_10,30.08,70.0,73.93,69.22,101.24,6.59,191.87,Loam Soil,0.994,72.73,35.34,56.76,DAP,16.2,26.71,9.33,No,Optimal
Zone_11,30.43,44.65,30.88,49.58,100.84,7.37,23.45,Alluvial Soil,1.347,51.35,53.39,60.78,28-28,61.9,34.71,15.82,No,Optimal
Zone_12,22.73,55.04,38.08,78.19,101.22,6.07,137.66,Sandy Soil,0.728,34.05,32.13,24.3,None,0.0,0.0,0.0,No,Optimal
Zone_13,25.12,70.0,65.16,67.13,101.24,7.33,176.26,Clayey Soil,1.006,66.14,57.74,58.2,17-17-17,48.79,28.52,34.0,No,Optimal
Zone_14,33.88,50.41,20.24,63.2,101.28,5.87,73.97,Sandy Soil,0.677,36.16,30.9,41.25,20-20,42.41,32.75,29.26,No,Optimal
Zone_15,34.99,55.34,29.36,48.63,101.12,6.34,21.67,Clay Soil,1.435,38.71,43.67,61.45,20-20,50.55,30.4,36.21,No,Optimal
Zone_16,29.8,64.99,45.89,57.21,101.05,7.39,68.03,Alluvial Soil,0.924,54.0,52.78,46.64,MOP,3.09,6.79,54.53,Frozen,Optimal
Zone_17,21.29,48.99,53.32,84.08,101.12,5.77,187.24,Sandy Soil,0.875,26.21,28.91,17.73,17-17-17,41.14,18.8,39.14,No,Optimal
Zone_18,23.91,59.32,54.32,55.6,100.87,6.56,70.61,Loam Soil,0.838,65.8,49.59,51.82,MOP,1.47,8.63,37.76,No,Optimal
Zone_19,28.81,67.66,60.85,73.03,101.43,6.48,128.57,Alluvial Soil,1.196,42.82,40.2,73.14,20-20,44.87,33.58,41.84,No,Optimal
Zone_20,23.43,43.34,22.2,58.94,100.97,5.76,24.1,Loam Soil,0.657,54.53,38.16,40.51,10-26-26,31.35,33.82,31.99,No,Optimal
Zone_01,29.9,48.18,30.0,47.22,100.94,6.69,36.35,Clay Soil,1.084,55.64,32.03,68.25,Urea,74.35,8.03,2.12,No,Optimal
Zone_02,29.11,60.98,55.88,75.56,101.21,6.65,162.77,Loam Soil,0.438,58.19,29.16,55.27,14-35-14,40.43,36.59,28.99,No,Optimal
Zone_03,31.59,41.96,22.68,59.04,101.03,4.95,81.08,Sandy Soil,0.81,41.07,5.67,28.8,28-28,67.65,41.54,26.54,No,Critical
Zone_04,26.07,70.0,83.21,81.62,100.84,6.32,195.67,Loam Soil,0.723,57.04,42.31,68.77,Urea,87.6,10.46,5.44,No,Optimal
Zone_05,26.65,56.73,42.31,53.72,101.41,6.86,33.41,Black Soil,1.707,74.04,48.71,47.72,14-35-14,53.56,40.75,31.8,No,Optimal
Zone_06,27.66,55.44,30.53,53.14,100.9,6.93,29.65,Clay Soil,1.225,47.95,37.15,66.29,MOP,4.48,9.2,48.33,No,Optimal
Zone_07,22.17,48.79,46.38,64.79,101.1,5.72,125.07,Red Soil,0.703,51.57,29.41,62.71,10-26-26,33.38,24.11,37.24,No,Optimal
Zone_08,30.76,46.35,29.99,47.52,101.38,6.35,22.54,Loam Soil,1.057,56.74,30.72,53.44,Urea,75.48,2.32,4.34,No,Optimal
Zone_09,22.23,51.46,42.78,56.23,101.07,6.64,28.47,Loam Soil,0.68,49.9,38.33,32.49,DAP,22.7,33.87,2.23,No,Optimal
Zone_10,28.14,68.74,58.63,71.72,101.05,6.83,164.32,Loam Soil,1.233,68.25,25.73,57.22,10-26-26,45.67,26.72,35.61,No,Optimal
Zone_11,32.32,66.25,61.39,55.18,101.07,6.58,104.16,Clayey Soil,1.245,50.64,29.52,46.96,None,0.0,0.0,0.0,No,Optimal
Zone_12,27.73,70.0,66.97,71.16,101.56,6.14,156.09,Clay Soil,0.964,47.87,31.84,77.05,14-35-14,36.33,41.23,27.52,No,Optimal
Zone_13,29.03,50.2,21.72,59.03,101.05,5.94,61.66,Sandy Soil,0.454,40.54,21.5,23.84,Urea,61.47,7.72,3.68,No,Warning
Zone_14,30.76,39.26,19.21,46.85,101.05,5.56,37.95,Sandy Soil,0.731,33.44,42.03,25.53,28-28,81.48,29.81,27.39,No,Warning
Zone_15,26.43,42.56,14.38,51.19,101.39,6.59,23.41,Loam Soil,1.342,51.2,50.29,49.52,20-20,40.25,28.43,27.24,No,Optimal
Zone_16,23.16,49.14,26.53,58.77,101.6,5.77,51.85,Red Soil,0.749,42.92,23.11,42.01,Urea,71.68,10.25,4.18,No,Optimal
Zone_17,32.68,50.23,27.24,69.82,101.15,6.14,74.11,Black Soil,1.885,84.45,42.19,54.78,MOP,11.71,6.65,46.85,No,Optimal
Zone_18,30.69,57.53,37.51,41.09,101.21,6.45,25.46,Clayey Soil,1.193,64.24,44.54,43.06,17-17-17,37.12,19.97,41.2,No,Optimal
Zone_19,27.44,68.87,71.31,86.72,101.32,6.53,204.58,Loam Soil,1.274,62.69,47.69,55.05,17-17-17,55.06,19.93,32.34,No,Optimal
Zone_20,24.89,61.07,55.23,62.02,101.18,6.75,100.48,Alluvial Soil,0.879,70.08,56.27,49.97,DAP,31.91,31.83,6.42,No,Optimal
Zone_01,29.11,46.0,26.79,39.79,100.91,6.33,25.9,Loam Soil,0.634,58.18,47.58,51.27,Urea,64.77,10.78,9.25,No,Optimal
Zone_02,26.89,52.86,45.95,47.96,101.57,6.3,34.5,Black Soil,1.423,56.58,26.21,56.51,17-17-17,60.52,19.12,30.74,No,Optimal
Zone_03,31.32,61.91,55.01,70.71,101.4,6.29,128.67,Loam Soil,1.063,45.13,47.91,45.28,Urea,75.6,1.41,9.5,No,Optimal
Zone_04,26.5,48.96,36.89,69.35,101.28,7.52,123.54,Chalky Soil,0.994,27.56,20.77,37.99,17-17-17,45.51,24.25,26.39,No,Optimal
Zone_05,28.38,48.04,35.97,54.48,101.42,5.69,100.03,Red Soil,1.142,58.14,25.55,37.14,14-35-14,49.76,41.52,25.79,No,Optimal
Zone_06,27.88,40.34,29.69,65.96,101.0,6.73,101.54,Loam Soil,1.03,51.59,53.61,56.61,10-26-26,35.69,25.8,30.24,No,Optimal
Zone_07,23.89,58.39,49.71,73.61,101.26,6.84,138.86,Sandy Soil,0.748,26.75,37.45,28.88,20-20,56.86,34.58,37.0,No,Optimal
Zone_08,20.54,48.39,33.81,56.47,101.07,6.66,55.06,Loam Soil,0.838,44.88,49.32,37.29,MOP,5.98,8.02,46.61,No,Optimal
Zone_09,36.54,64.98,51.13,52.85,100.71,6.76,80.92,Clay Soil,1.333,62.57,40.02,58.2,None,0.0,0.0,0.0,No,Optimal
Zone_10,26.55,44.41,29.1,60.03,100.94,6.05,90.09,Sandy Soil,0.531,43.18,32.85,24.53,17-17-17,41.36,19.62,42.41,No,Optimal
Zone_11,23.6,63.07,64.2,79.87,101.5,6.67,157.79,Loam Soil,0.998,52.36,45.32,45.4,Urea,82.2,8.94,3.43,No,Optimal
Zone_12,22.45,68.81,61.84,69.97,101.48,7.1,124.12,Black Soil,1.656,78.72,36.29,50.89,17-17-17,58.27,28.56,26.2,No,Optimal
Zone_13,23.04,37.74,23.59,51.39,101.1,6.73,21.5,Sandy Soil,0.71,49.88,5.21,10,DAP,34.71,34.95,9.82,No,Warning
Zone_14,33.91,57.55,40.57,44.66,101.46,7.48,37.95,Black Soil,1.259,55.65,39.91,68.67,10-26-26,43.03,37.73,42.59,Frozen,Optimal
Zone_15,14.41,58.46,44.61,55.84,101.06,6.92,29.16,Clay Soil,1.415,28.79,52.05,56.01,14-35-14,32.38,31.97,36.23,No,Warning
Zone_16,29.12,43.68,28.42,57.7,100.94,5.28,85.41,Sandy Soil,0.2,34.79,28.21,17.73,MOP,5.92,6.02,50.88,No,Warning
Zone_17,31.82,50.0,42.61,57.99,101.16,7.64,99.33,Loam Soil,0.649,70.68,37.57,53.41,14-35-14,51.91,28.52,25.52,No,Optimal
Zone_18,32.5,65.16,66.07,78.83,101.25,5.3,205.13,Red Soil,0.516,32.83,36.39,45.97,10-26-26,43.08,32.67,32.07,No,Optimal
Zone_19,25.28,50.58,38.15,63.57,101.04,6.0,52.04,Loam Soil,0.912,55.07,45.05,54.97,10-26-26,21.06,35.91,48.92,No,Optimal
Zone_20,22.81,70.0,80.78,91.59,101.21,6.53,233.32,Loam Soil,0.781,76.83,38.34,50.96,10-26-26,29.01,28.29,43.08,No,Warning
Zone_01,22.58,36.59,27.55,59.28,101.66,6.2,60.1,Sandy Soil,0.479,28.22,23.45,28.12,MOP,6.11,3.81,34.52,No,Warning
Zone_02,26.03,49.38,42.95,59.51,101.19,6.3,92.69,Red Soil,0.834,28.94,17.19,51.17,MOP,0.34,8.71,35.05,No,Optimal
Zone_03,40.0,58.39,57.68,59.93,101.09,6.64,129.11,Clay Soil,1.173,46.13,47.28,73.18,10-26-26,27.8,28.91,30.92,No,Warning
Zone_04,25.34,70.0,72.82,86.77,100.81,6.54,219.06,Loam Soil,0.784,60.48,33.82,17.34,Urea,82.71,0.33,5.58,No,Warning
Zone_05,23.45,58.0,62.55,81.08,100.75,6.33,181.05,Red Soil,0.992,50.23,19.1,47.31,20-20,53.99,31.39,37.26,No,Optimal
Zone_06,25.08,40.14,31.92,63.98,101.25,6.14,93.86,Red Soil,0.876,27.66,16.54,42.01,MOP,2.37,2.36,49.23,No,Optimal
Zone_07,31.51,39.43,29.15,56.53,101.17,6.07,90.85,Sandy Soil,0.493,27.54,19.35,18.75,None,0.0,0.0,0.0,No,Warning
Zone_08,20.86,70.0,74.06,86.71,101.39,6.51,206.03,Clay Soil,0.353,35.83,28.31,69.39,Urea,96.88,1.77,5.0,No,Optimal
Zone_09,23.08,55.06,40.69,65.52,101.08,6.12,98.7,Red Soil,1.029,47.93,16.04,54.69,DAP,35.59,35.34,0.62,No,Optimal
Zone_10,33.9,41.31,31.64,61.85,101.07,6.18,107.2,Sandy Soil,0.382,37.66,24.19,31.42,DAP,22.05,49.87,7.85,No,Optimal
Zone_11,25.17,61.04,57.58,90.46,101.44,5.92,196.3,Red Soil,0.742,49.61,12.16,42.17,17-17-17,54.52,17.42,26.65,No,Optimal
Zone_12,32.58,63.35,45.09,48.85,101.15,5.89,55.98,Clay Soil,1.295,53.99,32.86,62.17,28-28,56.78,35.98,29.32,No,Optimal
Zone_13,20.75,65.93,51.53,74.24,100.91,6.63,117.6,Black Soil,1.264,53.34,47.45,40.7,Urea,62.11,8.12,6.1,No,Optimal
Zone_14,36.51,60.82,41.96,40.96,101.21,6.9,38.64,Clay Soil,1.546,70.94,49.75,72.49,17-17-17,52.91,31.86,27.67,No,Optimal
Zone_15,33.5,60.01,55.74,55.72,101.29,7.05,78.9,Clay Soil,0.737,52.85,53.68,60.55,28-28,52.53,35.37,15.04,No,Optimal
Zone_16,35.63,59.57,49.99,49.12,101.02,7.21,86.47,Black Soil,1.273,51.39,46.92,76.46,DAP,21.4,39.3,5.08,No,Optimal
Zone_17,26.53,37.12,19.21,46.22,101.51,6.69,28.72,Red Soil,0.952,45.3,35.29,50.45,14-35-14,37.64,36.68,21.15,No,Optimal
Zone_18,24.63,54.06,50.34,56.03,101.44,6.67,40.78,Alluvial Soil,1.091,49.72,51.62,55.85,10-26-26,33.84,24.19,45.91,No,Optimal
Zone_19,24.9,51.6,41.15,38.12,101.06,6.83,26.49,Alluvial Soil,1.021,58.1,38.43,46.87,17-17-17,38.6,23.32,30.12,No,Optimal
Zone_20,15.07,52.64,35.01,65.37,101.02,7.04,49.48,Alluvial Soil,1.076,58.53,54.41,65.25,10-26-26,39.04,34.92,40.74,No,Optimal
Zone_01,25.19,58.91,43.56,66.25,101.55,6.43,119.07,Loam Soil,0.816,57.22,45.81,58.68,Urea,55.25,4.57,0.26,No,Optimal
Zone_02,23.72,57.78,59.56,79.25,101.1,5.45,210.36,Red Soil,0.461,35.67,27.45,31.18,MOP,5.48,4.51,34.2,No,Optimal
Zone_03,30.13,65.95,40.95,64.98,100.87,6.99,83.96,Alluvial Soil,0.876,48.93,63.14,53.92,DAP,27.76,27.81,10.03,No,Optimal
Zone_04,15.77,46.84,29.16,57.41,100.59,5.73,37.49,Red Soil,0.622,34.97,21.7,38.63,Urea,91.73,10.56,8.84,No,Warning
Zone_05,30.56,34.2,17.1,34.48,101.17,7.84,31.47,Chalky Soil,1.292,46.5,21.54,32.62,17-17-17,54.19,30.48,39.39,No,Warning
Zone_06,26.0,61.19,52.18,55.32,101.25,6.1,50.78,Alluvial Soil,0.809,57.86,43.19,63.37,17-17-17,53.36,26.5,42.14,No,Optimal
Zone_07,30.13,59.34,46.97,45.33,100.93,6.56,59.12,Black Soil,0.989,58.82,47.18,69.45,10-26-26,43.26,34.73,43.55,No,Optimal
Zone_08,22.84,70.0,90.0,95.33,101.25,7.15,283.51,Black Soil,1.489,67.09,35.14,83.93,DAP,34.0,46.63,11.58,No,Critical
Zone_09,30.26,61.21,43.92,60.21,100.82,6.97,66.04,Alluvial Soil,1.068,60.4,34.48,53.86,Urea,59.01,8.96,4.23,No,Optimal
Zone_10,23.92,67.11,46.43,52.95,101.29,7.51,50.06,Clay Soil,1.568,55.66,52.35,56.16,DAP,18.71,48.95,0.27,No,Optimal
Zone_11,33.95,69.19,73.13,80.23,101.27,6.66,202.73,Alluvial Soil,0.855,62.69,55.31,52.37,None,0.0,0.0,0.0,No,Optimal
Zone_12,27.67,66.98,61.39,79.58,101.32,6.72,207.16,Red Soil,0.758,26.46,49.54,60.01,Urea,73.54,9.5,0.31,No,Optimal
Zone_13,27.23,36.18,19.41,54.91,100.8,6.73,33.92,Sandy Soil,0.651,45.22,9.71,29.28,14-35-14,39.98,31.97,24.82,No,Warning
Zone_14,18.05,64.66,46.93,63.27,101.54,6.61,50.82,Clay Soil,1.313,43.06,42.83,74.59,14-35-14,25.52,29.04,29.84,No,Optimal
Zone_15,19.5,39.78,24.24,48.89,101.32,7.6,39.64,Chalky Soil,0.866,58.78,34.88,44.56,10-26-26,46.34,31.71,31.41,No,Optimal
Zone_16,28.24,41.17,27.37,54.04,101.23,6.06,86.33,Sandy Soil,0.549,33.43,25.18,23.19,28-28,51.63,37.43,16.58,No,Optimal
Zone_17,26.3,54.35,37.4,56.83,101.18,7.05,65.54,Loam Soil,1.152,55.22,23.59,40.95,14-35-14,48.16,34.39,32.78,No,Optimal
Zone_18,33.47,42.66,28.33,43.87,101.25,6.5,30.26,Loam Soil,0.419,49.71,33.05,55.4,None,0.0,0.0,0.0,No,Optimal
Zone_19,29.16,49.06,41.23,65.9,101.1,8.05,120.36,Chalky Soil,0.466,33.43,31.04,37.07,None,0.0,0.0,0.0,No,Optimal
Zone_20,30.34,64.77,52.64,68.02,101.18,6.05,152.91,Loam Soil,0.63,63.47,20.09,48.94,None,0.0,0.0,0.0,No,Optimal
Zone_01,33.53,62.91,52.03,59.98,101.36,6.39,103.63,Loam Soil,0.552,51.32,46.77,47.55,10-26-26,26.49,22.11,42.83,No,Optimal
Zone_02,29.12,50.66,31.48,56.64,101.38,5.79,50.11,Red Soil,0.645,47.3,45.01,38.57,None,0.0,0.0,0.0,No,Optimal
Zone_03,27.97,55.0,27.94,43.7,101.04,6.38,30.44,Loam Soil,0.884,58.53,42.77,23.96,17-17-17,54.8,17.03,25.81,No,Optimal
Zone_04,22.66,66.22,57.86,66.29,101.25,6.91,124.43,Alluvial Soil,1.241,61.98,31.97,45.04,10-26-26,32.3,29.56,31.63,No,Optimal
Zone_05,29.81,53.4,39.73,67.68,100.97,5.85,134.26,Red Soil,0.275,31.08,33.98,38.16,14-35-14,52.27,30.74,21.48,No,Optimal
Zone_06,27.25,46.8,32.57,52.87,101.2,7.79,91.36,Chalky Soil,0.801,34.69,15.7,39.22,28-28,55.91,39.75,18.22,No,Warning
Zone_07,27.79,63.16,55.34,68.69,101.35,6.46,94.98,Alluvial Soil,0.713,65.19,50.1,51.48,MOP,0.22,8.77,36.09,No,Optimal
Zone_08,21.01,53.61,43.0,95.8,101.3,6.08,202.79,Sandy Soil,0.426,27.36,26.21,10,10-26-26,46.25,23.44,35.04,No,Critical
Zone_09,24.71,55.63,42.38,56.5,101.32,6.92,43.01,Alluvial Soil,1.526,43.13,53.09,49.11,20-20,70.88,32.01,27.89,No,Optimal
Zone_10,24.48,65.63,62.99,68.12,101.07,7.12,157.15,Black Soil,1.971,70.88,21.72,62.67,10-26-26,39.46,28.23,42.35,No,Optimal
Zone_11,39.22,63.88,54.92,59.95,101.14,6.0,128.82,Clay Soil,1.335,38.88,49.15,39.95,None,0.0,0.0,0.0,No,Warning
Zone_12,21.87,43.58,21.65,68.35,100.98,7.65,42.99,Chalky Soil,0.692,65.97,5,52.05,None,0.0,0.0,0.0,No,Warning
Zone_13,29.35,70.0,58.01,55.85,100.97,6.29,115.89,Clay Soil,0.962,77.39,39.78,35.39,17-17-17,36.27,18.65,29.5,No,Optimal
Zone_14,27.16,70.0,72.1,82.07,101.38,7.51,193.64,Clay Soil,1.166,61.85,46.19,50.81,MOP,4.75,0.88,50.82,No,Optimal
Zone_15,26.76,55.41,53.66,72.54,101.52,7.26,127.96,Loam Soil,0.942,54.51,46.34,64.76,28-28,50.68,27.5,15.37,No,Optimal
Zone_16,27.99,70.0,86.52,87.61,100.96,7.29,229.47,Black Soil,0.697,61.47,46.68,51.05,10-26-26,28.27,33.09,31.12,No,Warning
Zone_17,35.18,45.11,26.29,51.86,100.5,5.21,71.37,Red Soil,0.808,26.15,27.19,35.57,MOP,4.52,0.62,37.22,No,Warning
Zone_18,25.05,64.45,60.61,68.16,101.07,6.32,136.55,Alluvial Soil,1.074,59.25,48.28,66.76,Urea,75.6,0.99,4.27,No,Optimal
Zone_19,32.68,41.61,32.48,67.75,101.4,6.69,131.93,Sandy Soil,0.662,26.24,39.56,29.96,14-35-14,40.22,28.67,32.11,No,Optimal
Zone_20,33.89,57.39,54.12,52.53,100.73,6.97,66.34,Black Soil,1.413,60.2,46.74,66.38,14-35-14,37.34,31.61,32.66,No,Optimal
Zone_01,24.06,28.83,7.71,47.77,100.62,5.48,41.97,Red Soil,0.774,47.56,6.86,31.74,DAP,35.05,41.67,0.91,No,Critical
Zone_02,21.94,48.77,34.27,59.45,100.7,6.52,62.17,Red Soil,0.797,48.65,42.79,38.37,17-17-17,66.79,31.29,28.77,No,Optimal
Zone_03,26.39,58.85,46.01,58.62,101.0,7.4,54.05,Black Soil,1.526,72.83,32.91,60.51,DAP,34.8,28.81,3.6,No,Optimal
Zone_04,25.9,47.21,28.59,45.92,101.2,6.72,36.66,Loam Soil,0.704,45.0,25.85,44.01,14-35-14,31.13,34.35,25.53,No,Optimal
Zone_05,27.56,67.3,62.53,64.65,100.95,6.61,125.92,Black Soil,0.761,69.5,48.86,70.54,14-35-14,25.73,29.39,33.38,No,Optimal
Zone_06,21.76,55.49,36.47,59.68,101.34,6.37,50.65,Clay Soil,0.809,44.21,40.64,54.62,20-20,69.91,32.95,41.29,No,Optimal
Zone_07,30.24,70.0,75.29,75.28,101.35,6.86,139.0,Alluvial Soil,1.159,63.18,49.38,53.96,17-17-17,49.41,27.76,42.63,No,Optimal
Zone_08,32.42,66.86,60.98,70.61,100.83,6.47,153.32,Alluvial Soil,0.462,58.83,51.19,61.73,None,0.0,0.0,0.0,No,Optimal
Zone_09,35.65,64.98,66.02,77.22,101.4,6.61,183.47,Loam Soil,0.872,80.34,50.21,60.67,Urea,65.15,10.94,1.44,No,Optimal
Zone_10,35.07,70.0,89.6,81.85,100.94,7.53,239.23,Black Soil,0.627,75.86,62.99,67.89,MOP,7.62,9.41,33.12,No,Warning
Zone_11,32.92,70.0,71.82,83.09,100.6,6.66,246.57,Alluvial Soil,0.87,49.48,57.77,65.83,17-17-17,41.35,19.76,34.6,No,Optimal
Zone_12,29.3,62.14,60.24,80.0,101.21,7.48,181.25,Chalky Soil,0.871,49.77,31.57,48.78,MOP,10.47,7.77,33.83,No,Optimal
Zone_13,20.73,45.05,33.54,72.6,101.56,5.93,123.94,Sandy Soil,0.713,30.98,20.91,17.97,28-28,79.88,41.17,19.24,No,Warning
Zone_14,34.64,46.66,38.99,52.81,101.31,6.98,48.11,Black Soil,1.55,65.89,38.89,58.36,17-17-17,62.81,17.06,30.54,No,Optimal
Zone_15,37.0,33.1,8.12,40.78,101.48,6.01,27.68,Sandy Soil,0.337,28.43,22.67,31.51,MOP,8.28,4.93,36.67,No,Critical
Zone_16,28.63,57.71,49.02,54.63,101.01,6.97,82.87,Black Soil,1.078,79.75,35.81,71.16,None,0.0,0.0,0.0,No,Optimal
Zone_17,37.41,54.64,33.51,46.28,101.59,6.52,49.89,Loam Soil,0.74,49.72,37.93,38.34,28-28,73.32,37.47,22.31,No,Optimal
Zone_18,18.51,70.0,60.44,89.99,101.16,6.71,190.63,Loam Soil,1.438,56.44,26.25,71.14,10-26-26,29.97,22.67,46.09,No,Warning
Zone_19,26.0,38.63,18.13,62.04,101.53,5.57,55.07,Sandy Soil,0.878,17.06,30.12,20.39,17-17-17,66.07,32.15,35.61,No,Warning
